Person_ID,Activity_Type,Activity_Frequency,Activity_Rating,Has_Social_Circle
Frist_2 Last name_271,Outdoor Sports,Daily,4,No
Frist_2 Last name_271,Music,Monthly,1,Yes
Frist_2 Last name_271,Reading,Monthly,3,No
Frist_2 Last name_271,Movies,Rarely,5,No
Frist_2 Last name_262,Traveling,Weekly,2,Yes
Frist_2 Last name_262,Music,Daily,2,No
Frist_2 Last name_199,Outdoor Sports,Rarely,2,No
Frist_2 Last name_235,Movies,Daily,5,Yes
Frist_2 Last name_235,Traveling,Weekly,2,No
Frist_2 Last name_235,Cooking,Daily,5,No
Frist_2 Last name_235,Reading,Weekly,1,No
Frist_2 Last name_235,Outdoor Sports,Monthly,1,No
Frist_1 Last name_5,Reading,Rarely,2,No
Frist_1 Last name_5,Movies,Monthly,3,Yes
Frist_1 Last name_5,Social Media,Monthly,2,Yes
Frist_1 Last name_5,Music,Daily,1,No
Frist_1 Last name_5,Outdoor Sports,Daily,3,Yes
Frist_1 Last name_5,Cooking,Rarely,3,No
Frist_1 Last name_5,Volunteering,Daily,1,No
Frist_2 Last name_127,Social Media,Monthly,5,Yes
Frist_2 Last name_127,Movies,Weekly,4,No
Frist_2 Last name_127,Volunteering,Rarely,4,No
Frist_1 Last name_189,Movies,Daily,1,No
Frist_1 Last name_189,Traveling,Daily,4,No
Frist_1 Last name_189,Social Media,Daily,3,No
Frist_1 Last name_189,Reading,Daily,3,No
Frist_1 Last name_189,Volunteering,Rarely,1,Yes
Frist_1 Last name_189,Cooking,Weekly,2,No
Frist_1 Last name_189,Music,Weekly,1,Yes
Frist_1 Last name_189,Outdoor Sports,Rarely,2,No
Frist_1 Last name_225,Reading,Monthly,1,No
Frist_1 Last name_117,Traveling,Daily,3,No
Frist_1 Last name_117,Reading,Monthly,2,Yes
Frist_1 Last name_117,Music,Daily,3,Yes
Frist_1 Last name_117,Outdoor Sports,Weekly,4,No
Frist_1 Last name_117,Social Media,Daily,5,Yes
Frist_1 Last name_117,Movies,Weekly,1,Yes
Frist_1 Last name_153,Social Media,Rarely,4,Yes
Frist_1 Last name_153,Reading,Weekly,4,Yes
Frist_2 Last name_239,Movies,Rarely,2,No
Frist_2 Last name_266,Social Media,Daily,1,No
Frist_2 Last name_266,Traveling,Rarely,3,Yes
Frist_2 Last name_266,Volunteering,Monthly,2,Yes
Frist_2 Last name_266,Cooking,Rarely,1,Yes
Frist_2 Last name_266,Movies,Rarely,2,No
Frist_2 Last name_266,Reading,Weekly,4,No
Frist_2 Last name_203,Traveling,Daily,5,No
Frist_2 Last name_203,Reading,Daily,3,No
Frist_2 Last name_203,Outdoor Sports,Weekly,5,No
Frist_2 Last name_203,Volunteering,Monthly,2,No
Frist_2 Last name_167,Reading,Weekly,4,Yes
Frist_2 Last name_167,Outdoor Sports,Rarely,4,Yes
Frist_2 Last name_167,Social Media,Daily,3,No
Frist_2 Last name_167,Cooking,Monthly,5,Yes
Frist_2 Last name_167,Music,Daily,1,Yes
Frist_2 Last name_167,Traveling,Monthly,5,Yes
Frist_2 Last name_86,Music,Daily,2,Yes
Frist_2 Last name_50,Reading,Weekly,5,No
Frist_2 Last name_50,Traveling,Monthly,5,Yes
Frist_2 Last name_50,Outdoor Sports,Daily,5,No
Frist_2 Last name_50,Cooking,Weekly,5,Yes
Frist_2 Last name_50,Volunteering,Daily,1,No
Frist_1 Last name_18,Cooking,Rarely,5,No
Frist_1 Last name_18,Reading,Daily,1,Yes
Frist_1 Last name_18,Volunteering,Monthly,2,No
Frist_1 Last name_18,Music,Rarely,3,No
Frist_1 Last name_18,Traveling,Monthly,4,No
Frist_2 Last name_14,Music,Weekly,2,No
Frist_2 Last name_122,Outdoor Sports,Monthly,1,No
Frist_2 Last name_122,Reading,Rarely,4,Yes
Frist_2 Last name_122,Cooking,Rarely,2,Yes
Frist_2 Last name_122,Music,Daily,2,Yes
Frist_2 Last name_122,Social Media,Monthly,1,Yes
Frist_2 Last name_122,Movies,Weekly,2,No
Frist_2 Last name_122,Volunteering,Rarely,4,No
Frist_2 Last name_122,Traveling,Daily,2,Yes
Frist_2 Last name_275,Volunteering,Weekly,2,No
Frist_2 Last name_275,Social Media,Monthly,1,No
Frist_2 Last name_275,Outdoor Sports,Weekly,3,Yes
Frist_2 Last name_275,Music,Daily,2,Yes
Frist_2 Last name_275,Traveling,Rarely,2,Yes
Frist_2 Last name_275,Movies,Monthly,5,Yes
Frist_2 Last name_230,Social Media,Monthly,5,No
Frist_1 Last name_90,Traveling,Weekly,5,Yes
Frist_1 Last name_90,Cooking,Weekly,2,No
Frist_1 Last name_90,Outdoor Sports,Daily,5,Yes
Frist_1 Last name_90,Reading,Daily,5,Yes
Frist_1 Last name_90,Social Media,Rarely,4,No
Frist_1 Last name_90,Music,Daily,3,Yes
Frist_1 Last name_90,Movies,Rarely,5,Yes
Frist_1 Last name_90,Volunteering,Monthly,3,Yes
Frist_1 Last name_81,Cooking,Daily,2,No
Frist_1 Last name_81,Music,Rarely,3,No
Frist_1 Last name_81,Reading,Monthly,5,No
Frist_1 Last name_81,Traveling,Monthly,3,No
Frist_1 Last name_45,Music,Rarely,1,No
Frist_1 Last name_45,Cooking,Monthly,3,Yes
Frist_1 Last name_9,Reading,Monthly,1,Yes
Frist_1 Last name_9,Outdoor Sports,Daily,1,Yes
Frist_1 Last name_9,Traveling,Daily,3,Yes
Frist_1 Last name_9,Cooking,Weekly,1,Yes
Frist_1 Last name_261,Cooking,Rarely,1,Yes
Frist_1 Last name_261,Movies,Monthly,2,No
Frist_1 Last name_261,Music,Daily,2,Yes
Frist_1 Last name_261,Reading,Weekly,3,Yes
Frist_1 Last name_54,Music,Rarely,4,Yes
Frist_1 Last name_54,Traveling,Rarely,5,Yes
Frist_1 Last name_54,Cooking,Rarely,3,No
Frist_1 Last name_54,Volunteering,Weekly,4,Yes
Frist_2 Last name_59,Cooking,Weekly,5,No
Frist_2 Last name_59,Reading,Daily,5,No
Frist_2 Last name_59,Outdoor Sports,Rarely,1,Yes
Frist_2 Last name_59,Traveling,Rarely,4,Yes
Frist_2 Last name_59,Volunteering,Weekly,3,Yes
Frist_2 Last name_23,Volunteering,Rarely,3,Yes
Frist_2 Last name_194,Music,Monthly,4,No
Frist_2 Last name_194,Social Media,Rarely,5,No
Frist_2 Last name_194,Cooking,Daily,3,No
Frist_2 Last name_194,Traveling,Rarely,5,No
Frist_2 Last name_194,Outdoor Sports,Rarely,4,No
Frist_2 Last name_131,Outdoor Sports,Rarely,3,No
Frist_2 Last name_95,Traveling,Daily,5,Yes
Frist_2 Last name_95,Cooking,Daily,5,No
Frist_2 Last name_95,Music,Weekly,5,No
Frist_2 Last name_95,Movies,Weekly,5,Yes
Frist_2 Last name_95,Reading,Weekly,4,Yes
Frist_2 Last name_95,Volunteering,Rarely,1,No
Frist_1 Last name_270,Movies,Daily,1,No
Frist_1 Last name_270,Traveling,Monthly,5,No
Frist_1 Last name_234,Social Media,Daily,4,Yes
Frist_1 Last name_234,Outdoor Sports,Daily,4,No
Frist_1 Last name_234,Traveling,Weekly,4,Yes
Frist_1 Last name_234,Cooking,Daily,2,No
Frist_1 Last name_234,Reading,Monthly,2,Yes
Frist_1 Last name_234,Music,Rarely,2,No
Frist_1 Last name_198,Traveling,Weekly,1,No
Frist_1 Last name_162,Volunteering,Monthly,3,No
Frist_1 Last name_162,Reading,Monthly,2,No
Frist_1 Last name_126,Music,Weekly,1,Yes
Frist_1 Last name_126,Traveling,Daily,1,Yes
Frist_1 Last name_126,Cooking,Rarely,1,Yes
Frist_1 Last name_126,Outdoor Sports,Rarely,4,No
Frist_1 Last name_126,Movies,Rarely,2,Yes
Frist_1 Last name_126,Reading,Rarely,3,No
Frist_1 Last name_126,Volunteering,Monthly,3,No
Frist_2 Last name_158,Movies,Weekly,2,No
Frist_2 Last name_158,Reading,Daily,5,No
Frist_2 Last name_158,Social Media,Weekly,1,No
Frist_2 Last name_158,Outdoor Sports,Daily,1,No
Frist_2 Last name_158,Music,Rarely,4,No
Frist_2 Last name_158,Traveling,Rarely,2,No
Frist_1 Last name_285,Cooking,Weekly,5,No
Frist_1 Last name_285,Movies,Weekly,2,Yes
Frist_1 Last name_285,Outdoor Sports,Rarely,2,No
Frist_1 Last name_285,Music,Daily,5,No
Frist_2 Last name_3,Volunteering,Rarely,1,No
Frist_2 Last name_3,Cooking,Daily,5,Yes
Frist_2 Last name_3,Movies,Weekly,5,Yes
Frist_2 Last name_3,Traveling,Monthly,2,No
Frist_2 Last name_3,Social Media,Weekly,5,Yes
Frist_2 Last name_3,Outdoor Sports,Monthly,4,No
Frist_2 Last name_3,Reading,Monthly,4,Yes
Frist_2 Last name_282,Music,Rarely,1,Yes
Frist_2 Last name_282,Outdoor Sports,Rarely,2,No
Frist_2 Last name_282,Social Media,Monthly,5,Yes
Frist_2 Last name_282,Volunteering,Weekly,2,No
Frist_2 Last name_282,Cooking,Rarely,3,No
Frist_2 Last name_282,Reading,Rarely,5,No
Frist_2 Last name_282,Traveling,Rarely,2,Yes
Frist_1 Last name_286,Social Media,Monthly,2,No
Frist_1 Last name_286,Music,Rarely,5,No
Frist_1 Last name_286,Reading,Daily,5,Yes
Frist_1 Last name_286,Volunteering,Weekly,5,Yes
Frist_1 Last name_286,Traveling,Rarely,3,Yes
Frist_1 Last name_286,Cooking,Daily,5,No
Frist_1 Last name_286,Movies,Weekly,2,Yes
Frist_1 Last name_286,Outdoor Sports,Rarely,3,No
Frist_1 Last name_42,Traveling,Weekly,1,No
Frist_1 Last name_42,Social Media,Rarely,4,Yes
Frist_1 Last name_42,Outdoor Sports,Weekly,3,No
Frist_1 Last name_42,Cooking,Daily,3,No
Frist_1 Last name_42,Reading,Rarely,4,Yes
Frist_2 Last name_283,Social Media,Weekly,5,No
Frist_1 Last name_1,Reading,Monthly,1,No
Frist_1 Last name_1,Outdoor Sports,Daily,2,No
Frist_1 Last name_1,Volunteering,Weekly,1,Yes
Frist_1 Last name_1,Social Media,Monthly,1,No
Frist_1 Last name_1,Movies,Weekly,1,No
Frist_1 Last name_1,Music,Daily,4,Yes
Frist_1 Last name_1,Cooking,Weekly,3,No
Frist_1 Last name_1,Traveling,Rarely,4,Yes
Frist_2 Last name_286,Cooking,Daily,2,Yes
Frist_1 Last name_281,Traveling,Weekly,2,Yes
Frist_1 Last name_281,Music,Weekly,1,No
Frist_1 Last name_281,Outdoor Sports,Monthly,1,No
Frist_1 Last name_281,Volunteering,Rarely,2,No
Frist_1 Last name_281,Reading,Monthly,1,No
Frist_1 Last name_281,Movies,Monthly,3,Yes
Frist_1 Last name_281,Social Media,Weekly,5,Yes
Frist_1 Last name_2,Outdoor Sports,Rarely,3,No
Frist_1 Last name_2,Music,Daily,1,No
Frist_1 Last name_2,Volunteering,Rarely,1,No
Frist_1 Last name_2,Movies,Rarely,5,No
Frist_1 Last name_2,Reading,Daily,5,Yes
Frist_1 Last name_2,Cooking,Weekly,4,Yes
Frist_1 Last name_2,Social Media,Daily,5,Yes
Frist_1 Last name_2,Traveling,Daily,1,No
Frist_2 Last name_43,Cooking,Rarely,5,Yes
Frist_2 Last name_287,Cooking,Daily,1,Yes
Frist_2 Last name_287,Traveling,Rarely,5,Yes
Frist_2 Last name_287,Volunteering,Monthly,5,No
Frist_1 Last name_282,Traveling,Monthly,1,Yes
Frist_1 Last name_282,Movies,Daily,3,Yes
Frist_1 Last name_282,Reading,Rarely,2,Yes
Frist_1 Last name_282,Music,Weekly,1,Yes
Frist_1 Last name_282,Outdoor Sports,Daily,4,Yes
Frist_2 Last name_48,Outdoor Sports,Monthly,3,No
Frist_2 Last name_48,Cooking,Daily,5,No
Frist_2 Last name_48,Movies,Daily,4,No
Frist_2 Last name_48,Volunteering,Weekly,3,No
Frist_2 Last name_48,Reading,Weekly,4,No
Frist_2 Last name_164,Traveling,Rarely,5,No
Frist_2 Last name_164,Cooking,Daily,2,No
Frist_2 Last name_164,Music,Weekly,3,No
Frist_2 Last name_164,Outdoor Sports,Weekly,1,No
Frist_2 Last name_164,Volunteering,Monthly,3,No
Frist_2 Last name_128,Cooking,Rarely,1,Yes
Frist_2 Last name_128,Music,Weekly,5,Yes
Frist_2 Last name_128,Outdoor Sports,Monthly,4,Yes
Frist_2 Last name_128,Movies,Monthly,3,No
Frist_2 Last name_128,Traveling,Rarely,4,No
Frist_2 Last name_128,Reading,Monthly,4,Yes
Frist_2 Last name_264,Music,Weekly,5,Yes
Frist_2 Last name_264,Reading,Monthly,3,No
Frist_2 Last name_264,Outdoor Sports,Monthly,4,Yes
Frist_2 Last name_264,Volunteering,Monthly,4,No
Frist_2 Last name_264,Cooking,Weekly,1,No
Frist_2 Last name_264,Movies,Monthly,3,No
Frist_2 Last name_12,Music,Monthly,2,Yes
Frist_2 Last name_12,Traveling,Rarely,3,No
Frist_2 Last name_12,Outdoor Sports,Daily,1,Yes
Frist_2 Last name_12,Reading,Rarely,1,No
Frist_2 Last name_12,Social Media,Monthly,5,Yes
Frist_2 Last name_12,Movies,Rarely,2,Yes
Frist_2 Last name_12,Volunteering,Daily,4,Yes
Frist_2 Last name_156,Outdoor Sports,Monthly,1,No
Frist_2 Last name_156,Volunteering,Rarely,3,Yes
Frist_2 Last name_156,Reading,Daily,2,Yes
Frist_2 Last name_156,Music,Rarely,3,Yes
Frist_2 Last name_228,Cooking,Weekly,5,Yes
Frist_2 Last name_192,Reading,Daily,4,No
Frist_2 Last name_192,Volunteering,Daily,2,No
Frist_2 Last name_192,Cooking,Monthly,2,Yes
Frist_2 Last name_192,Traveling,Daily,3,Yes
Frist_2 Last name_192,Music,Rarely,3,Yes
Frist_2 Last name_192,Social Media,Daily,2,Yes
Frist_2 Last name_84,Outdoor Sports,Monthly,4,Yes
Frist_2 Last name_120,Reading,Weekly,2,No
Frist_2 Last name_120,Outdoor Sports,Monthly,4,No
Frist_2 Last name_120,Cooking,Monthly,2,Yes
Frist_2 Last name_120,Volunteering,Monthly,1,Yes
Frist_2 Last name_120,Social Media,Rarely,1,No
Frist_2 Last name_120,Music,Weekly,5,Yes
Frist_2 Last name_120,Traveling,Monthly,1,No
Frist_2 Last name_120,Movies,Rarely,3,No
Frist_2 Last name_56,Cooking,Weekly,1,Yes
Frist_2 Last name_56,Reading,Monthly,4,Yes
Frist_2 Last name_56,Music,Monthly,3,No
Frist_2 Last name_56,Movies,Daily,2,Yes
Frist_2 Last name_92,Cooking,Daily,1,No
Frist_2 Last name_92,Movies,Weekly,4,No
Frist_2 Last name_92,Traveling,Weekly,4,Yes
Frist_2 Last name_92,Reading,Monthly,5,No
Frist_2 Last name_92,Social Media,Monthly,4,No
Frist_2 Last name_92,Music,Monthly,3,Yes
Frist_2 Last name_92,Outdoor Sports,Weekly,2,No
Frist_2 Last name_92,Volunteering,Weekly,3,No
Frist_2 Last name_236,Outdoor Sports,Daily,5,No
Frist_2 Last name_236,Movies,Daily,2,No
Frist_2 Last name_236,Reading,Daily,5,No
Frist_2 Last name_236,Traveling,Weekly,2,Yes
Frist_2 Last name_236,Social Media,Weekly,3,Yes
Frist_2 Last name_236,Volunteering,Monthly,5,Yes
Frist_2 Last name_236,Cooking,Rarely,1,No
Frist_2 Last name_236,Music,Monthly,2,No
Frist_2 Last name_200,Outdoor Sports,Monthly,4,No
Frist_2 Last name_200,Cooking,Rarely,4,Yes
Frist_2 Last name_272,Movies,Monthly,3,No
Frist_2 Last name_272,Music,Rarely,1,Yes
Frist_2 Last name_272,Outdoor Sports,Weekly,1,Yes
Frist_2 Last name_272,Reading,Monthly,3,No
Frist_2 Last name_272,Social Media,Weekly,5,Yes
Frist_2 Last name_256,Volunteering,Weekly,3,Yes
Frist_2 Last name_256,Traveling,Weekly,5,Yes
Frist_2 Last name_256,Music,Daily,4,No
Frist_2 Last name_256,Movies,Monthly,1,Yes
Frist_2 Last name_256,Cooking,Daily,4,Yes
Frist_2 Last name_256,Social Media,Monthly,3,Yes
Frist_2 Last name_256,Reading,Monthly,3,No
Frist_2 Last name_132,Volunteering,Weekly,2,Yes
Frist_2 Last name_132,Cooking,Daily,1,Yes
Frist_2 Last name_132,Movies,Rarely,5,Yes
Frist_2 Last name_132,Traveling,Monthly,3,No
Frist_2 Last name_132,Outdoor Sports,Weekly,5,No
Frist_2 Last name_132,Music,Daily,4,No
Frist_2 Last name_132,Social Media,Daily,3,No
Frist_2 Last name_132,Reading,Daily,4,Yes
Frist_2 Last name_96,Movies,Weekly,3,Yes
Frist_2 Last name_96,Reading,Rarely,1,No
Frist_2 Last name_60,Reading,Monthly,3,No
Frist_2 Last name_60,Movies,Weekly,4,No
Frist_2 Last name_60,Cooking,Weekly,2,Yes
Frist_2 Last name_60,Social Media,Daily,1,Yes
Frist_2 Last name_24,Music,Daily,3,Yes
Frist_2 Last name_24,Reading,Daily,5,Yes
Frist_2 Last name_40,Social Media,Rarely,4,Yes
Frist_2 Last name_40,Cooking,Monthly,1,Yes
Frist_2 Last name_40,Traveling,Monthly,4,No
Frist_2 Last name_40,Outdoor Sports,Rarely,1,Yes
Frist_2 Last name_40,Music,Rarely,1,Yes
Frist_2 Last name_40,Reading,Daily,3,Yes
Frist_2 Last name_148,Cooking,Monthly,5,Yes
Frist_2 Last name_148,Traveling,Monthly,2,No
Frist_2 Last name_148,Reading,Monthly,5,No
Frist_2 Last name_148,Music,Weekly,3,No
Frist_2 Last name_148,Volunteering,Monthly,2,Yes
Frist_2 Last name_148,Outdoor Sports,Rarely,2,Yes
Frist_2 Last name_148,Movies,Monthly,1,No
Frist_2 Last name_148,Social Media,Monthly,3,Yes
Frist_2 Last name_240,Music,Monthly,2,No
Frist_2 Last name_240,Traveling,Daily,4,No
Frist_2 Last name_240,Reading,Weekly,5,Yes
Frist_2 Last name_240,Movies,Rarely,5,No
Frist_2 Last name_240,Outdoor Sports,Monthly,1,Yes
Frist_2 Last name_240,Social Media,Weekly,5,Yes
Frist_2 Last name_240,Cooking,Daily,2,No
Frist_2 Last name_76,Cooking,Monthly,2,No
Frist_2 Last name_76,Traveling,Rarely,5,No
Frist_2 Last name_76,Outdoor Sports,Rarely,4,No
Frist_2 Last name_76,Volunteering,Daily,5,No
Frist_2 Last name_76,Movies,Weekly,2,Yes
Frist_2 Last name_76,Social Media,Daily,3,Yes
Frist_2 Last name_76,Reading,Daily,1,No
Frist_2 Last name_168,Traveling,Daily,4,Yes
Frist_2 Last name_168,Music,Daily,1,No
Frist_2 Last name_168,Cooking,Weekly,3,No
Frist_2 Last name_168,Outdoor Sports,Daily,5,Yes
Frist_2 Last name_168,Volunteering,Rarely,2,Yes
Frist_2 Last name_168,Reading,Monthly,1,Yes
Frist_2 Last name_168,Social Media,Daily,1,No
Frist_2 Last name_184,Movies,Rarely,4,No
Frist_2 Last name_220,Outdoor Sports,Monthly,5,No
Frist_2 Last name_220,Traveling,Weekly,5,No
Frist_2 Last name_220,Cooking,Rarely,3,Yes
Frist_2 Last name_220,Social Media,Weekly,5,Yes
Frist_2 Last name_220,Volunteering,Rarely,2,No
Frist_2 Last name_276,Social Media,Rarely,5,No
Frist_2 Last name_276,Reading,Weekly,2,No
Frist_2 Last name_276,Cooking,Daily,3,No
Frist_2 Last name_276,Volunteering,Weekly,3,Yes
Frist_2 Last name_276,Music,Daily,4,Yes
Frist_2 Last name_276,Movies,Weekly,3,No
Frist_2 Last name_204,Volunteering,Daily,3,Yes
Frist_2 Last name_204,Reading,Daily,5,Yes
Frist_2 Last name_204,Cooking,Daily,2,Yes
Frist_2 Last name_204,Outdoor Sports,Monthly,5,Yes
Frist_2 Last name_204,Traveling,Daily,4,No
Frist_2 Last name_204,Social Media,Daily,5,Yes
Frist_2 Last name_204,Music,Weekly,4,Yes
Frist_2 Last name_112,Reading,Daily,1,No
Frist_2 Last name_112,Volunteering,Weekly,5,No
Frist_2 Last name_292,Social Media,Monthly,1,No
Frist_2 Last name_292,Traveling,Daily,5,Yes
Frist_2 Last name_292,Movies,Daily,3,Yes
Frist_2 Last name_292,Cooking,Daily,4,No
Frist_2 Last name_292,Music,Weekly,5,Yes
Frist_2 Last name_88,Traveling,Monthly,5,Yes
Frist_2 Last name_52,Volunteering,Monthly,3,Yes
Frist_2 Last name_52,Traveling,Weekly,4,No
Frist_2 Last name_52,Reading,Daily,4,No
Frist_2 Last name_232,Cooking,Monthly,5,Yes
Frist_2 Last name_268,Movies,Rarely,5,Yes
Frist_2 Last name_268,Outdoor Sports,Monthly,3,No
Frist_2 Last name_196,Movies,Weekly,3,Yes
Frist_2 Last name_196,Outdoor Sports,Weekly,1,No
Frist_2 Last name_196,Reading,Monthly,1,No
Frist_2 Last name_160,Cooking,Weekly,1,Yes
Frist_2 Last name_160,Traveling,Rarely,1,No
Frist_2 Last name_160,Reading,Weekly,4,No
Frist_2 Last name_160,Social Media,Daily,2,No
Frist_2 Last name_160,Music,Weekly,4,Yes
Frist_2 Last name_160,Outdoor Sports,Monthly,3,No
Frist_2 Last name_160,Movies,Daily,3,Yes
Frist_2 Last name_160,Volunteering,Weekly,2,No
Frist_2 Last name_252,Music,Monthly,3,No
Frist_2 Last name_252,Cooking,Daily,1,No
Frist_2 Last name_252,Reading,Monthly,4,Yes
Frist_2 Last name_252,Social Media,Monthly,1,No
Frist_2 Last name_252,Volunteering,Monthly,5,Yes
Frist_2 Last name_252,Movies,Daily,3,Yes
Frist_2 Last name_124,Volunteering,Weekly,2,Yes
Frist_2 Last name_124,Traveling,Weekly,3,No
Frist_2 Last name_124,Reading,Monthly,2,Yes
Frist_2 Last name_124,Cooking,Monthly,3,No
Frist_2 Last name_124,Outdoor Sports,Weekly,3,Yes
Frist_2 Last name_124,Social Media,Monthly,2,No
Frist_2 Last name_124,Music,Weekly,5,Yes
Frist_2 Last name_108,Reading,Daily,3,No
Frist_2 Last name_108,Movies,Rarely,5,No
Frist_2 Last name_108,Social Media,Weekly,5,No
Frist_2 Last name_108,Volunteering,Monthly,1,No
Frist_2 Last name_144,Reading,Daily,2,No
Frist_2 Last name_144,Social Media,Weekly,2,Yes
Frist_2 Last name_144,Volunteering,Rarely,5,Yes
Frist_2 Last name_144,Outdoor Sports,Rarely,1,No
Frist_2 Last name_144,Music,Monthly,5,No
Frist_2 Last name_144,Traveling,Monthly,1,No
Frist_2 Last name_144,Cooking,Daily,2,No
Frist_2 Last name_180,Outdoor Sports,Monthly,3,No
Frist_2 Last name_216,Movies,Monthly,4,Yes
Frist_2 Last name_36,Cooking,Rarely,4,Yes
Frist_2 Last name_36,Movies,Weekly,2,No
Frist_2 Last name_36,Social Media,Monthly,3,No
Frist_2 Last name_36,Volunteering,Rarely,1,Yes
Frist_2 Last name_36,Music,Rarely,5,No
Frist_2 Last name_36,Reading,Rarely,5,No
Frist_2 Last name_72,Outdoor Sports,Daily,2,Yes
Frist_2 Last name_72,Cooking,Monthly,4,Yes
Frist_2 Last name_72,Music,Daily,4,Yes
Frist_2 Last name_224,Reading,Monthly,2,No
Frist_2 Last name_80,Music,Rarely,2,Yes
Frist_2 Last name_80,Cooking,Weekly,2,Yes
Frist_2 Last name_80,Social Media,Daily,2,Yes
Frist_2 Last name_80,Reading,Monthly,2,Yes
Frist_2 Last name_152,Cooking,Weekly,5,No
Frist_2 Last name_152,Outdoor Sports,Rarely,2,No
Frist_2 Last name_152,Music,Daily,5,No
Frist_2 Last name_188,Social Media,Rarely,5,Yes
Frist_2 Last name_188,Volunteering,Monthly,2,Yes
Frist_2 Last name_116,Volunteering,Rarely,5,Yes
Frist_2 Last name_116,Movies,Rarely,2,Yes
Frist_2 Last name_260,Movies,Weekly,2,Yes
Frist_2 Last name_260,Social Media,Rarely,1,Yes
Frist_2 Last name_8,Music,Rarely,1,No
Frist_2 Last name_8,Cooking,Monthly,5,Yes
Frist_2 Last name_8,Reading,Weekly,3,No
Frist_2 Last name_8,Volunteering,Daily,3,Yes
Frist_2 Last name_8,Traveling,Daily,5,No
Frist_2 Last name_8,Movies,Monthly,5,No
Frist_2 Last name_8,Social Media,Rarely,2,No
Frist_2 Last name_44,Movies,Rarely,4,Yes
Frist_2 Last name_44,Social Media,Rarely,5,No
Frist_2 Last name_44,Cooking,Rarely,2,No
Frist_2 Last name_280,Outdoor Sports,Monthly,4,No
Frist_2 Last name_280,Music,Rarely,3,Yes
Frist_2 Last name_280,Social Media,Weekly,3,No
Frist_2 Last name_280,Cooking,Rarely,5,No
Frist_2 Last name_280,Movies,Weekly,1,Yes
Frist_2 Last name_280,Volunteering,Weekly,4,No
Frist_2 Last name_280,Reading,Weekly,4,No
Frist_2 Last name_280,Traveling,Rarely,2,Yes
Frist_2 Last name_172,Outdoor Sports,Monthly,3,Yes
Frist_2 Last name_172,Cooking,Weekly,2,No
Frist_2 Last name_208,Volunteering,Rarely,3,No
Frist_2 Last name_208,Reading,Monthly,5,No
Frist_2 Last name_208,Music,Weekly,2,Yes
Frist_2 Last name_208,Social Media,Weekly,3,Yes
Frist_2 Last name_208,Movies,Monthly,1,No
Frist_2 Last name_208,Outdoor Sports,Weekly,2,Yes
Frist_2 Last name_208,Traveling,Monthly,5,Yes
Frist_2 Last name_64,Reading,Monthly,1,No
Frist_2 Last name_64,Movies,Daily,1,No
Frist_2 Last name_64,Music,Rarely,5,Yes
Frist_2 Last name_64,Cooking,Monthly,4,No
Frist_2 Last name_64,Volunteering,Daily,2,No
Frist_2 Last name_136,Social Media,Rarely,1,No
Frist_2 Last name_136,Movies,Weekly,1,No
Frist_2 Last name_100,Reading,Daily,3,Yes
Frist_2 Last name_100,Movies,Daily,3,Yes
Frist_2 Last name_100,Traveling,Daily,3,No
Frist_2 Last name_100,Social Media,Rarely,4,Yes
Frist_2 Last name_100,Outdoor Sports,Weekly,5,No
Frist_2 Last name_100,Music,Weekly,2,No
Frist_2 Last name_100,Volunteering,Weekly,3,No
Frist_2 Last name_100,Cooking,Daily,3,Yes
Frist_2 Last name_244,Cooking,Daily,4,No
Frist_2 Last name_244,Reading,Monthly,4,Yes
Frist_2 Last name_244,Social Media,Rarely,5,No
Frist_2 Last name_244,Volunteering,Monthly,2,No
Frist_2 Last name_28,Traveling,Weekly,4,Yes
Frist_2 Last name_28,Social Media,Monthly,5,No
Frist_2 Last name_28,Cooking,Daily,4,Yes
Frist_2 Last name_28,Reading,Rarely,4,No
Frist_2 Last name_28,Outdoor Sports,Weekly,5,No
Frist_2 Last name_28,Music,Rarely,1,Yes
Frist_2 Last name_28,Movies,Rarely,5,No
Frist_2 Last name_176,Outdoor Sports,Daily,2,Yes
Frist_2 Last name_176,Reading,Monthly,2,Yes
Frist_2 Last name_176,Traveling,Weekly,1,Yes
Frist_2 Last name_176,Cooking,Monthly,1,Yes
Frist_2 Last name_176,Movies,Weekly,3,No
Frist_2 Last name_176,Social Media,Weekly,2,No
Frist_2 Last name_176,Music,Daily,2,Yes
Frist_2 Last name_140,Movies,Weekly,5,No
Frist_2 Last name_140,Music,Weekly,5,No
Frist_2 Last name_104,Social Media,Daily,5,Yes
Frist_2 Last name_104,Movies,Daily,4,No
Frist_2 Last name_104,Outdoor Sports,Rarely,2,Yes
Frist_2 Last name_68,Outdoor Sports,Weekly,4,No
Frist_2 Last name_68,Music,Weekly,2,Yes
Frist_2 Last name_68,Traveling,Rarely,4,Yes
Frist_2 Last name_68,Reading,Rarely,1,Yes
Frist_2 Last name_248,Volunteering,Rarely,2,No
Frist_2 Last name_248,Traveling,Daily,5,Yes
Frist_2 Last name_248,Music,Rarely,1,Yes
Frist_2 Last name_248,Movies,Daily,5,No
Frist_2 Last name_248,Reading,Weekly,2,Yes
Frist_2 Last name_248,Cooking,Weekly,5,No
Frist_2 Last name_212,Outdoor Sports,Daily,1,Yes
Frist_2 Last name_212,Movies,Monthly,3,No
Frist_2 Last name_212,Volunteering,Rarely,5,Yes
